funder-1  | 2025-04-16T11:42:14.548341456Z Error: error sending request for url (http://eth-node:8545/)
bundler-1         | 2025-04-16T11:45:02.285783275Z         "code": -32502
bundler-1         | 2025-04-16T11:45:02.285786591Z       }
bundler-1         | 2025-04-16T11:45:02.285789848Z     }
bundler-1         | 2025-04-16T11:45:02.285792823Z [11:45:02.206] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:02.285796349Z     reqId: "req-fx"
bundler-1         | 2025-04-16T11:45:02.285799566Z     method: "POST"
bundler-1         | 2025-04-16T11:45:02.285802461Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:02.285805326Z     body: {
bundler-1         | 2025-04-16T11:45:02.285808342Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:45:02.285811468Z       "id": 571,
bundler-1         | 2025-04-16T11:45:02.285824302Z       "params": [],
bundler-1         | 2025-04-16T11:45:02.285827748Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:02.285831105Z     }
bundler-1         | 2025-04-16T11:45:02.285853346Z [11:45:02.207] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:02.285857784Z     reqId: "req-fx"
bundler-1         | 2025-04-16T11:45:02.285861271Z     body: {
bundler-1         | 2025-04-16T11:45:02.285864928Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:02.285868895Z       "id": 571,
bundler-1         | 2025-04-16T11:45:02.285872101Z       "result": "ok"
bundler-1         | 2025-04-16T11:45:02.285875287Z     }
bundler-1         | 2025-04-16T11:45:02.301487595Z [11:45:02.295] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:02.301514456Z     reqId: "req-fy"
bundler-1         | 2025-04-16T11:45:02.301534082Z     method: "POST"
bundler-1         | 2025-04-16T11:45:02.301538120Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:02.301541125Z     body: {
bundler-1         | 2025-04-16T11:45:02.301544111Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:45:02.301547277Z       "id": 572,
bundler-1         | 2025-04-16T11:45:02.301550222Z       "params": [
bundler-1         | 2025-04-16T11:45:02.301553178Z         {
bundler-1         | 2025-04-16T11:45:02.301556113Z           "sender": "0x53760B947b1774A7B7D5B302DFb582A4a63425c7",
bundler-1         | 2025-04-16T11:45:02.301559349Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:45:02.301562295Z           "callData": "0x0af483f658487e42c6a6804b12179a92bf0966c7",
bundler-1         | 2025-04-16T11:45:02.301565451Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:45:02.301568456Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:45:02.301571452Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:45:02.301574347Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:45:02.301577263Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:45:02.301580248Z           "signature": "0x44454c454741544543414c4c3a3e65787465726e616c5f73746f726167655f7772697465"
bundler-1         | 2025-04-16T11:45:02.301583414Z         },
bundler-1         | 2025-04-16T11:45:02.301586230Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:45:02.301589155Z       ],
bundler-1         | 2025-04-16T11:45:02.301592020Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:02.301595637Z     }
bundler-1         | 2025-04-16T11:45:02.301659354Z [11:45:02.296] [34mDEBUG[39m (1): [36mValidating user op before sending to mempool...[39m
bundler-1         | 2025-04-16T11:45:02.814466821Z [11:45:02.755] [31mERROR[39m (1): [36maccount has forbidden read from 0x9e5d0f48eeacf0cfdfb5255931d8ae30696e140c slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39[39m
bundler-1         | 2025-04-16T11:45:02.814495414Z     err: {
bundler-1         | 2025-04-16T11:45:02.814499251Z       "type": "RpcError",
bundler-1         | 2025-04-16T11:45:02.814515702Z       "message": "account has forbidden read from 0x9e5d0f48eeacf0cfdfb5255931d8ae30696e140c slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39",
bundler-1         | 2025-04-16T11:45:02.814519700Z       "stack":
bundler-1         | 2025-04-16T11:45:02.814522765Z           Error: account has forbidden read from 0x9e5d0f48eeacf0cfdfb5255931d8ae30696e140c slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39
bundler-1         | 2025-04-16T11:45:02.814526152Z               at SafeValidationService.validateOpcodesAndStake (file:///usr/app/packages/executor/lib/services/UserOpValidation/validators/safe.js:250:35)
bundler-1         | 2025-04-16T11:45:02.814529187Z               at SafeValidationService.validateSafely (file:///usr/app/packages/executor/lib/services/UserOpValidation/validators/safe.js:77:45)
bundler-1         | 2025-04-16T11:45:02.814532604Z               at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
bundler-1         | 2025-04-16T11:45:02.814536351Z               at async UserOpValidationService.simulateValidation (file:///usr/app/packages/executor/lib/services/UserOpValidation/service.js:32:16)
bundler-1         | 2025-04-16T11:45:02.814540238Z               at async Eth.sendUserOperation (file:///usr/app/packages/executor/lib/modules/eth.js:70:34)
bundler-1         | 2025-04-16T11:45:02.814543664Z               at async EthAPI.sendUserOperation (file:///usr/app/packages/api/lib/modules/eth.js:20:16)
bundler-1         | 2025-04-16T11:45:02.814547361Z               at async ApiApp.handleRpcRequest (file:///usr/app/packages/api/lib/app.js:201:30)
bundler-1         | 2025-04-16T11:45:02.814550938Z               at async Object.<anonymous> (file:///usr/app/packages/api/lib/app.js:41:28)
bundler-1         | 2025-04-16T11:45:02.814554575Z       "code": -32502,
bundler-1         | 2025-04-16T11:45:02.814557550Z       "data": {
bundler-1         | 2025-04-16T11:45:02.814560726Z         "account": "0x53760B947b1774A7B7D5B302DFb582A4a63425c7"
bundler-1         | 2025-04-16T11:45:02.814563992Z       }
bundler-1         | 2025-04-16T11:45:02.814566868Z     }
bundler-1         | 2025-04-16T11:45:02.815171374Z [11:45:02.755] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:02.815184809Z     reqId: "req-fy"
bundler-1         | 2025-04-16T11:45:02.815189758Z     body: {
bundler-1         | 2025-04-16T11:45:02.815192944Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:02.815197032Z       "id": 572,
bundler-1         | 2025-04-16T11:45:02.815200609Z       "error": {
bundler-1         | 2025-04-16T11:45:02.815204346Z         "message": "account has forbidden read from 0x9e5d0f48eeacf0cfdfb5255931d8ae30696e140c slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39",
bundler-1         | 2025-04-16T11:45:02.815208513Z         "data": {
bundler-1         | 2025-04-16T11:45:02.815212180Z           "account": "0x53760B947b1774A7B7D5B302DFb582A4a63425c7"
bundler-1         | 2025-04-16T11:45:02.815215817Z         },
bundler-1         | 2025-04-16T11:45:02.815219113Z         "code": -32502
bundler-1         | 2025-04-16T11:45:02.815222880Z       }
bundler-1         | 2025-04-16T11:45:02.815225355Z     }
bundler-1         | 2025-04-16T11:45:02.815227389Z [11:45:02.759] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:02.815241996Z     reqId: "req-fz"
bundler-1         | 2025-04-16T11:45:02.815246043Z     method: "POST"
bundler-1         | 2025-04-16T11:45:02.815249059Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:02.815252235Z     body: {
bundler-1         | 2025-04-16T11:45:02.815255501Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:45:02.815259148Z       "id": 573,
bundler-1         | 2025-04-16T11:45:02.815262554Z       "params": [],
bundler-1         | 2025-04-16T11:45:02.815265951Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:02.815269738Z     }
bundler-1         | 2025-04-16T11:45:02.815272543Z [11:45:02.759] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:02.815274867Z     reqId: "req-fz"
bundler-1         | 2025-04-16T11:45:02.815277472Z     body: {
bundler-1         | 2025-04-16T11:45:02.815280628Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:02.815283724Z       "id": 573,
bundler-1         | 2025-04-16T11:45:02.815286990Z       "result": "ok"
bundler-1         | 2025-04-16T11:45:02.815290807Z     }
bundler-1         | 2025-04-16T11:45:02.846967554Z [11:45:02.845] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:02.846999925Z     reqId: "req-g0"
bundler-1         | 2025-04-16T11:45:02.847004092Z     method: "POST"
bundler-1         | 2025-04-16T11:45:02.847007869Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:02.847011857Z     body: {
bundler-1         | 2025-04-16T11:45:02.847015053Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:45:02.847018429Z       "id": 574,
bundler-1         | 2025-04-16T11:45:02.847022266Z       "params": [
bundler-1         | 2025-04-16T11:45:02.847026093Z         {
bundler-1         | 2025-04-16T11:45:02.847029730Z           "sender": "0xcCAE247cd063489B684500345414Bbf676eDF76A",
bundler-1         | 2025-04-16T11:45:02.847032946Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:45:02.847035130Z           "callData": "0x54081a41a349d48e2b67c522b107b24df0bfb208",
bundler-1         | 2025-04-16T11:45:02.847038136Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:45:02.847041843Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:45:02.847045459Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:45:02.847048746Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:45:02.847051822Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:45:02.847055518Z           "signature": "0x65787465726e616c5f73746f726167655f72656164"
bundler-1         | 2025-04-16T11:45:02.847058534Z         },
bundler-1         | 2025-04-16T11:45:02.847060568Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:45:02.847062672Z       ],
bundler-1         | 2025-04-16T11:45:02.847064706Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:02.847066819Z     }
bundler-1         | 2025-04-16T11:45:02.847071839Z [11:45:02.845] [34mDEBUG[39m (1): [36mValidating user op before sending to mempool...[39m
bundler-1         | 2025-04-16T11:45:03.359503282Z [11:45:03.109] [34mDEBUG[39m (1): [36mOpcode validation successful. Trying saving in mempool...[39m
bundler-1         | 2025-04-16T11:45:03.360097340Z [11:45:03.113] [34mDEBUG[39m (1): [36mMempool: User op added[39m
bundler-1         | 2025-04-16T11:45:03.360110335Z [11:45:03.113] [34mDEBUG[39m (1): [36mSaved in mempool[39m
bundler-1         | 2025-04-16T11:45:03.360114843Z [11:45:03.113] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:03.360117448Z     reqId: "req-g0"
bundler-1         | 2025-04-16T11:45:03.360119692Z     body: {
bundler-1         | 2025-04-16T11:45:03.360121876Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:03.360124220Z       "id": 574,
bundler-1         | 2025-04-16T11:45:03.360126415Z       "result": "0x2611ec7c1b4e080cf065d33c993644bb57cc44e19574d42c9e07cf40335929c5"
bundler-1         | 2025-04-16T11:45:03.360128749Z     }
bundler-1         | 2025-04-16T11:45:03.360130783Z [11:45:03.117] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:03.360133137Z     reqId: "req-g1"
bundler-1         | 2025-04-16T11:45:03.360136263Z     method: "POST"
bundler-1         | 2025-04-16T11:45:03.360140080Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:03.360143697Z     body: {
bundler-1         | 2025-04-16T11:45:03.360147304Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:45:03.360150810Z       "id": 575,
bundler-1         | 2025-04-16T11:45:03.360154046Z       "params": [],
bundler-1         | 2025-04-16T11:45:03.360157643Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:03.360160358Z     }
bundler-1         | 2025-04-16T11:45:03.360162332Z [11:45:03.117] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:03.360164536Z     reqId: "req-g1"
bundler-1         | 2025-04-16T11:45:03.360166660Z     body: {
bundler-1         | 2025-04-16T11:45:03.360168694Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:03.360170868Z       "id": 575,
bundler-1         | 2025-04-16T11:45:03.360172871Z       "result": "ok"
bundler-1         | 2025-04-16T11:45:03.360174915Z     }
bundler-1         | 2025-04-16T11:45:03.360176859Z [11:45:03.329] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:03.360179083Z     reqId: "req-g2"
bundler-1         | 2025-04-16T11:45:03.360181077Z     method: "POST"
bundler-1         | 2025-04-16T11:45:03.360183371Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:03.360185365Z     body: {
bundler-1         | 2025-04-16T11:45:03.360187328Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:45:03.360189462Z       "id": 576,
bundler-1         | 2025-04-16T11:45:03.360191456Z       "params": [
bundler-1         | 2025-04-16T11:45:03.360193500Z         {
bundler-1         | 2025-04-16T11:45:03.360195564Z           "sender": "0x5dE251b3E7AcBB6899730A4283c3eEcCdb7bcf6E",
bundler-1         | 2025-04-16T11:45:03.360197688Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:45:03.360199792Z           "callData": "0xfa113f8ad883dae8e4f7baa35f76e2c68338665d",
bundler-1         | 2025-04-16T11:45:03.360213738Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:45:03.360216112Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:45:03.360218246Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:45:03.360220280Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:45:03.360222354Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:45:03.360224468Z           "signature": "0x43414c4c3a3e65787465726e616c5f73746f726167655f72656164"
bundler-1         | 2025-04-16T11:45:03.360226622Z         },
bundler-1         | 2025-04-16T11:45:03.360228615Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:45:03.360230689Z       ],
bundler-1         | 2025-04-16T11:45:03.360232663Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:03.360234717Z     }
bundler-1         | 2025-04-16T11:45:03.360236701Z [11:45:03.330] [34mDEBUG[39m (1): [36mValidating user op before sending to mempool...[39m
bundler-1         | 2025-04-16T11:45:03.872633403Z [11:45:03.787] [34mDEBUG[39m (1): [36mOpcode validation successful. Trying saving in mempool...[39m
bundler-1         | 2025-04-16T11:45:03.873053635Z [11:45:03.792] [34mDEBUG[39m (1): [36mMempool: User op added[39m
bundler-1         | 2025-04-16T11:45:03.873062261Z [11:45:03.792] [34mDEBUG[39m (1): [36mSaved in mempool[39m
bundler-1         | 2025-04-16T11:45:03.873066790Z [11:45:03.792] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:03.873070757Z     reqId: "req-g2"
bundler-1         | 2025-04-16T11:45:03.873075065Z     body: {
bundler-1         | 2025-04-16T11:45:03.873078161Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:03.873080605Z       "id": 576,
bundler-1         | 2025-04-16T11:45:03.873082800Z       "result": "0x2081a7b209ea3c0584576b13a37ab5e6945df1517c01d5e73876e293228aa491"
bundler-1         | 2025-04-16T11:45:03.873085294Z     }
bundler-1         | 2025-04-16T11:45:03.873087689Z [11:45:03.796] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:03.873090083Z     reqId: "req-g3"
bundler-1         | 2025-04-16T11:45:03.873092518Z     method: "POST"
bundler-1         | 2025-04-16T11:45:03.873094732Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:03.873096795Z     body: {
bundler-1         | 2025-04-16T11:45:03.873098849Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:45:03.873101094Z       "id": 577,
bundler-1         | 2025-04-16T11:45:03.873103187Z       "params": [],
bundler-1         | 2025-04-16T11:45:03.873105211Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:03.873107375Z     }
bundler-1         | 2025-04-16T11:45:03.873109449Z [11:45:03.796] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:03.873111754Z     reqId: "req-g3"
bundler-1         | 2025-04-16T11:45:03.873113867Z     body: {
bundler-1         | 2025-04-16T11:45:03.873115861Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:03.873129296Z       "id": 577,
bundler-1         | 2025-04-16T11:45:03.873131620Z       "result": "ok"
bundler-1         | 2025-04-16T11:45:03.873133784Z     }
bundler-1         | 2025-04-16T11:45:04.002172253Z [11:45:03.985] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:04.002206036Z     reqId: "req-g4"
bundler-1         | 2025-04-16T11:45:04.002211386Z     method: "POST"
bundler-1         | 2025-04-16T11:45:04.002214762Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:04.002217077Z     body: {
bundler-1         | 2025-04-16T11:45:04.002219181Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:45:04.002221595Z       "id": 578,
bundler-1         | 2025-04-16T11:45:04.002223629Z       "params": [
bundler-1         | 2025-04-16T11:45:04.002225823Z         {
bundler-1         | 2025-04-16T11:45:04.002229340Z           "sender": "0xDdCBAfFBda4858b30Fe32089Cc40d098148ed7c3",
bundler-1         | 2025-04-16T11:45:04.002233387Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:45:04.002237344Z           "callData": "0xf38da34c6417283b78c616967b7027ca1e273a36",
bundler-1         | 2025-04-16T11:45:04.002241312Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:45:04.002245049Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:45:04.002249117Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:45:04.002252012Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:45:04.002254216Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:45:04.002256350Z           "signature": "0x44454c454741544543414c4c3a3e65787465726e616c5f73746f726167655f72656164"
bundler-1         | 2025-04-16T11:45:04.002258564Z         },
bundler-1         | 2025-04-16T11:45:04.002260548Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:45:04.002262622Z       ],
bundler-1         | 2025-04-16T11:45:04.002265617Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:04.002269254Z     }
bundler-1         | 2025-04-16T11:45:04.002342990Z [11:45:03.985] [34mDEBUG[39m (1): [36mValidating user op before sending to mempool...[39m
bundler-1         | 2025-04-16T11:45:04.515085458Z [11:45:04.463] [34mDEBUG[39m (1): [36mOpcode validation successful. Trying saving in mempool...[39m
bundler-1         | 2025-04-16T11:45:04.515454917Z [11:45:04.468] [34mDEBUG[39m (1): [36mMempool: User op added[39m
bundler-1         | 2025-04-16T11:45:04.515462201Z [11:45:04.469] [34mDEBUG[39m (1): [36mSaved in mempool[39m
bundler-1         | 2025-04-16T11:45:04.515465397Z [11:45:04.469] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:04.515467972Z     reqId: "req-g4"
bundler-1         | 2025-04-16T11:45:04.515470256Z     body: {
bundler-1         | 2025-04-16T11:45:04.515472340Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:04.515474614Z       "id": 578,
bundler-1         | 2025-04-16T11:45:04.515476889Z       "result": "0x3175f09d5e8e5c99964c7e083f8f69cbf3842199b60a6cb0d69f48ef21316e1a"
bundler-1         | 2025-04-16T11:45:04.515479143Z     }
bundler-1         | 2025-04-16T11:45:04.515493149Z [11:45:04.472] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:04.515495754Z     reqId: "req-g5"
bundler-1         | 2025-04-16T11:45:04.515497858Z     method: "POST"
bundler-1         | 2025-04-16T11:45:04.515500152Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:04.515502176Z     body: {
bundler-1         | 2025-04-16T11:45:04.515506113Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:45:04.515509950Z       "id": 579,
bundler-1         | 2025-04-16T11:45:04.515513617Z       "params": [],
bundler-1         | 2025-04-16T11:45:04.515517695Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:04.515521321Z     }
bundler-1         | 2025-04-16T11:45:04.515524567Z [11:45:04.472] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:04.515528495Z     reqId: "req-g5"
bundler-1         | 2025-04-16T11:45:04.515532012Z     body: {
bundler-1         | 2025-04-16T11:45:04.515534636Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:04.515536650Z       "id": 579,
bundler-1         | 2025-04-16T11:45:04.515538844Z       "result": "ok"
bundler-1         | 2025-04-16T11:45:04.515541008Z     }
bundler-1         | 2025-04-16T11:45:04.643358743Z [11:45:04.641] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:04.643383380Z     reqId: "req-g6"
bundler-1         | 2025-04-16T11:45:04.643386595Z     method: "POST"
bundler-1         | 2025-04-16T11:45:04.643389030Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:04.643391094Z     body: {
bundler-1         | 2025-04-16T11:45:04.643393228Z       "method": "eth_sendUserOperation",
bundler-1         | 2025-04-16T11:45:04.643395692Z       "id": 580,
bundler-1         | 2025-04-16T11:45:04.643397967Z       "params": [
bundler-1         | 2025-04-16T11:45:04.643400171Z         {
bundler-1         | 2025-04-16T11:45:04.643402315Z           "sender": "0x7C1c0E7057a182C9e58788f7FabF5c1CDE90176A",
bundler-1         | 2025-04-16T11:45:04.643404539Z           "nonce": "0x0",
bundler-1         | 2025-04-16T11:45:04.643407775Z           "callData": "0xa1e3881ec842312ddb0f6093812e65ceb29309c9",
bundler-1         | 2025-04-16T11:45:04.643411893Z           "callGasLimit": "0x493e0",
bundler-1         | 2025-04-16T11:45:04.643415489Z           "verificationGasLimit": "0xf4240",
bundler-1         | 2025-04-16T11:45:04.643419447Z           "preVerificationGas": "0x493e0",
bundler-1         | 2025-04-16T11:45:04.643422913Z           "maxFeePerGas": "0xee6b2800",
bundler-1         | 2025-04-16T11:45:04.643426310Z           "maxPriorityFeePerGas": "0xb2d05e00",
bundler-1         | 2025-04-16T11:45:04.643429786Z           "signature": "0x656e747279506f696e745f63616c6c5f62616c616e63654f66"
bundler-1         | 2025-04-16T11:45:04.643433113Z         },
bundler-1         | 2025-04-16T11:45:04.643436860Z         "0x4337084D9E255Ff0702461CF8895CE9E3b5Ff108"
bundler-1         | 2025-04-16T11:45:04.643440667Z       ],
bundler-1         | 2025-04-16T11:45:04.643443752Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:04.643446848Z     }
bundler-1         | 2025-04-16T11:45:04.643497543Z [11:45:04.642] [34mDEBUG[39m (1): [36mValidating user op before sending to mempool...[39m
bundler-1         | 2025-04-16T11:45:05.155257874Z [11:45:04.904] [31mERROR[39m (1): [36millegal call into EntryPoint during validation balanceOf[39m
bundler-1         | 2025-04-16T11:45:05.155306725Z     err: {
bundler-1         | 2025-04-16T11:45:05.155313218Z       "type": "RpcError",
bundler-1         | 2025-04-16T11:45:05.155319259Z       "message": "illegal call into EntryPoint during validation balanceOf",
bundler-1         | 2025-04-16T11:45:05.155324910Z       "stack":
bundler-1         | 2025-04-16T11:45:05.155330169Z           Error: illegal call into EntryPoint during validation balanceOf
bundler-1         | 2025-04-16T11:45:05.155337803Z               at SafeValidationService.validateOpcodesAndStake (file:///usr/app/packages/executor/lib/services/UserOpValidation/validators/safe.js:152:19)
bundler-1         | 2025-04-16T11:45:05.155344897Z               at SafeValidationService.validateSafely (file:///usr/app/packages/executor/lib/services/UserOpValidation/validators/safe.js:77:45)
bundler-1         | 2025-04-16T11:45:05.155350347Z               at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
bundler-1         | 2025-04-16T11:45:05.155355957Z               at async UserOpValidationService.simulateValidation (file:///usr/app/packages/executor/lib/services/UserOpValidation/service.js:32:16)
bundler-1         | 2025-04-16T11:45:05.155361598Z               at async Eth.sendUserOperation (file:///usr/app/packages/executor/lib/modules/eth.js:70:34)
bundler-1         | 2025-04-16T11:45:05.155367038Z               at async EthAPI.sendUserOperation (file:///usr/app/packages/api/lib/modules/eth.js:20:16)
bundler-1         | 2025-04-16T11:45:05.155372188Z               at async ApiApp.handleRpcRequest (file:///usr/app/packages/api/lib/app.js:201:30)
bundler-1         | 2025-04-16T11:45:05.155377638Z               at async Object.<anonymous> (file:///usr/app/packages/api/lib/app.js:41:28)
bundler-1         | 2025-04-16T11:45:05.155383268Z       "code": -32502
bundler-1         | 2025-04-16T11:45:05.155388609Z     }
bundler-1         | 2025-04-16T11:45:05.155705708Z [11:45:04.905] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:05.155717861Z     reqId: "req-g6"
bundler-1         | 2025-04-16T11:45:05.155743990Z     body: {
bundler-1         | 2025-04-16T11:45:05.155749219Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:05.155755090Z       "id": 580,
bundler-1         | 2025-04-16T11:45:05.155761092Z       "error": {
bundler-1         | 2025-04-16T11:45:05.155766572Z         "message": "illegal call into EntryPoint during validation balanceOf",
bundler-1         | 2025-04-16T11:45:05.155772222Z         "code": -32502
bundler-1         | 2025-04-16T11:45:05.155777512Z       }
bundler-1         | 2025-04-16T11:45:05.155780818Z     }
bundler-1         | 2025-04-16T11:45:05.155784095Z [11:45:04.908] [32mINFO[39m (1): [36mREQUEST ::[39m
bundler-1         | 2025-04-16T11:45:05.155787741Z     reqId: "req-g7"
bundler-1         | 2025-04-16T11:45:05.155791017Z     method: "POST"
bundler-1         | 2025-04-16T11:45:05.155794274Z     url: "/rpc"
bundler-1         | 2025-04-16T11:45:05.155797489Z     body: {
bundler-1         | 2025-04-16T11:45:05.155811786Z       "method": "debug_bundler_clearState",
bundler-1         | 2025-04-16T11:45:05.155814221Z       "id": 581,
bundler-1         | 2025-04-16T11:45:05.155816244Z       "params": [],
bundler-1         | 2025-04-16T11:45:05.155818298Z       "jsonrpc": "2.0"
bundler-1         | 2025-04-16T11:45:05.155820412Z     }
bundler-1         | 2025-04-16T11:45:05.155822366Z [11:45:04.908] [32mINFO[39m (1): [36mRESPONSE ::[39m
bundler-1         | 2025-04-16T11:45:05.155824630Z     reqId: "req-g7"
bundler-1         | 2025-04-16T11:45:05.155826674Z     body: {
bundler-1         | 2025-04-16T11:45:05.155828648Z       "jsonrpc": "2.0",
bundler-1         | 2025-04-16T11:45:05.155830691Z       "id": 581,
bundler-1         | 2025-04-16T11:45:05.155832695Z       "result": "ok"
bundler-1         | 2025-04-16T11:45:05.155835150Z     }
