geth-1.15  | 2025-06-03T07:48:53.257826637Z ERROR[06-03|07:48:53.257] Head block is not reachable
funder-1   | 2025-06-03T07:48:53.090801060Z Error: error sending request for url (http://eth-node:8545/)
bundler-1         | 2025-06-03T07:49:15.886170164Z {"level":"DEBUG","time":1748936955885,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(150)"}
bundler-1         | 2025-06-03T07:49:15.889556098Z {"level":"DEBUG","time":1748936955889,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(151)"}
bundler-1         | 2025-06-03T07:49:15.889909447Z {"level":"DEBUG","time":1748936955889,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(151)"}
bundler-1         | 2025-06-03T07:49:15.949274793Z {"level":"DEBUG","time":1748936955949,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(152)"}
bundler-1         | 2025-06-03T07:49:15.951226614Z {"level":"DEBUG","time":1748936955949,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:15.951235460Z {"level":"DEBUG","time":1748936955950,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:15.951238746Z {"level":"DEBUG","time":1748936955950,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:15.951241462Z {"level":"DEBUG","time":1748936955950,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:15.986570448Z {"level":"DEBUG","time":1748936955986,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:16.009142844Z {"level":"DEBUG","time":1748936956009,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:16.009545295Z {"level":"DEBUG","time":1748936956009,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.020561601Z {"level":"DEBUG","time":1748936956020,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:16.021008201Z {"level":"DEBUG","time":1748936956020,"pid":1,"hostname":"5193f7b95676","addr":"0xd772ded782c1a1be0c50799f409900418d0f1694","msg":"Updating paymaster count..."}
bundler-1         | 2025-06-03T07:49:16.021019663Z {"level":"DEBUG","time":1748936956020,"pid":1,"hostname":"5193f7b95676","addr":"0xD772dEd782C1a1bE0c50799F409900418D0f1694","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:16.021024662Z {"level":"DEBUG","time":1748936956020,"pid":1,"hostname":"5193f7b95676","sender":"0x0e0f7D706844c43b0A0Fc737C364c4BE69914BAE","nonce":"0x0","userOpHash":"0xcce1cae8426c59aea23d904ea203075a9db9c16a4842313f1fde9656990fcaeb","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.021029481Z {"level":"DEBUG","time":1748936956020,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(152)"}
bundler-1         | 2025-06-03T07:49:16.024370662Z {"level":"DEBUG","time":1748936956024,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(153)"}
bundler-1         | 2025-06-03T07:49:16.024719780Z {"level":"DEBUG","time":1748936956024,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(153)"}
bundler-1         | 2025-06-03T07:49:16.085325325Z {"level":"DEBUG","time":1748936956085,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(154)"}
bundler-1         | 2025-06-03T07:49:16.087290866Z {"level":"DEBUG","time":1748936956085,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:16.087301826Z {"level":"DEBUG","time":1748936956086,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:16.087305433Z {"level":"DEBUG","time":1748936956086,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:16.087308108Z {"level":"DEBUG","time":1748936956086,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:16.119251447Z {"level":"DEBUG","time":1748936956119,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:16.138906864Z {"level":"DEBUG","time":1748936956138,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:16.139196053Z {"level":"DEBUG","time":1748936956138,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.150217915Z {"level":"DEBUG","time":1748936956150,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:16.150671959Z {"level":"DEBUG","time":1748936956150,"pid":1,"hostname":"5193f7b95676","addr":"0xc8c0c1b107d0e5424917389b175a5287197e1a69","msg":"Updating paymaster count..."}
bundler-1         | 2025-06-03T07:49:16.150680815Z {"level":"DEBUG","time":1748936956150,"pid":1,"hostname":"5193f7b95676","addr":"0xC8C0c1B107D0E5424917389b175a5287197E1A69","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:16.150684562Z {"level":"DEBUG","time":1748936956150,"pid":1,"hostname":"5193f7b95676","sender":"0x89a709776B26D17Ba420169dc4d57de93375FD01","nonce":"0x0","userOpHash":"0x8e29a244ebf57a3da7051d10725b7fade52dc3a0f85a04924bd71da5c940ee84","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.150687688Z {"level":"DEBUG","time":1748936956150,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(154)"}
bundler-1         | 2025-06-03T07:49:16.154108332Z {"level":"DEBUG","time":1748936956154,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(155)"}
bundler-1         | 2025-06-03T07:49:16.154443760Z {"level":"DEBUG","time":1748936956154,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(155)"}
bundler-1         | 2025-06-03T07:49:16.211717283Z {"level":"DEBUG","time":1748936956211,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(156)"}
bundler-1         | 2025-06-03T07:49:16.213855768Z {"level":"DEBUG","time":1748936956211,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:16.213867600Z {"level":"DEBUG","time":1748936956212,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:16.213871247Z {"level":"DEBUG","time":1748936956212,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:16.213873932Z {"level":"DEBUG","time":1748936956212,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:16.254095999Z {"level":"DEBUG","time":1748936956253,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:16.276202548Z {"level":"DEBUG","time":1748936956276,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:16.276502177Z {"level":"DEBUG","time":1748936956276,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.287752089Z {"level":"DEBUG","time":1748936956287,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:16.288228583Z {"level":"DEBUG","time":1748936956287,"pid":1,"hostname":"5193f7b95676","addr":"0x5640829b093ec7aaaad3ebd3ea2e652f2258a39a","msg":"Updating paymaster count..."}
bundler-1         | 2025-06-03T07:49:16.288236097Z {"level":"DEBUG","time":1748936956287,"pid":1,"hostname":"5193f7b95676","addr":"0x5640829B093ec7aaAaD3EBD3Ea2e652F2258A39A","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:16.288248199Z {"level":"DEBUG","time":1748936956287,"pid":1,"hostname":"5193f7b95676","sender":"0x04435Cc4110531588B0858CD2010D9c819A32Daf","nonce":"0x0","userOpHash":"0x2e45f672268875c518449ccecc63ed020579b40b5d94915104eb357e54cb0366","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.288253078Z {"level":"DEBUG","time":1748936956287,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(156)"}
bundler-1         | 2025-06-03T07:49:16.291683590Z {"level":"DEBUG","time":1748936956291,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(157)"}
bundler-1         | 2025-06-03T07:49:16.291998240Z {"level":"DEBUG","time":1748936956291,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(157)"}
bundler-1         | 2025-06-03T07:49:16.351141134Z {"level":"DEBUG","time":1748936956351,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(158)"}
bundler-1         | 2025-06-03T07:49:16.353091239Z {"level":"DEBUG","time":1748936956351,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:16.353102180Z {"level":"DEBUG","time":1748936956351,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:16.353106227Z {"level":"DEBUG","time":1748936956351,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:16.353109083Z {"level":"DEBUG","time":1748936956351,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:16.387971100Z {"level":"DEBUG","time":1748936956387,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:16.410650954Z {"level":"DEBUG","time":1748936956410,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:16.410954794Z {"level":"DEBUG","time":1748936956410,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.422267398Z {"level":"DEBUG","time":1748936956422,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:16.422720733Z {"level":"DEBUG","time":1748936956422,"pid":1,"hostname":"5193f7b95676","addr":"0xcd510286e0ad1712e61328e0de99c4c0f9faf0e4","msg":"Updating paymaster count..."}
bundler-1         | 2025-06-03T07:49:16.422730792Z {"level":"DEBUG","time":1748936956422,"pid":1,"hostname":"5193f7b95676","addr":"0xCd510286E0aD1712e61328E0de99C4C0F9FAf0e4","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:16.422735791Z {"level":"DEBUG","time":1748936956422,"pid":1,"hostname":"5193f7b95676","sender":"0x335292BC4C48E3BdBdD30275275a82FEB5DAEC70","nonce":"0x0","userOpHash":"0xe934055083e1dc6b68d5a27ff422018ed77611ff1a6ad8b697015a436ab62d51","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.422752432Z {"level":"DEBUG","time":1748936956422,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(158)"}
bundler-1         | 2025-06-03T07:49:16.426112993Z {"level":"DEBUG","time":1748936956426,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(159)"}
bundler-1         | 2025-06-03T07:49:16.426429377Z {"level":"DEBUG","time":1748936956426,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(159)"}
bundler-1         | 2025-06-03T07:49:16.484217988Z {"level":"DEBUG","time":1748936956484,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(160)"}
bundler-1         | 2025-06-03T07:49:16.486427232Z {"level":"DEBUG","time":1748936956484,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:16.486441018Z {"level":"DEBUG","time":1748936956484,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:16.486446238Z {"level":"DEBUG","time":1748936956484,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:16.486450616Z {"level":"DEBUG","time":1748936956484,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:16.519586080Z {"level":"DEBUG","time":1748936956519,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:16.539415884Z {"level":"DEBUG","time":1748936956539,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:16.539726262Z {"level":"DEBUG","time":1748936956539,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.550882889Z {"level":"DEBUG","time":1748936956550,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:16.551321194Z {"level":"DEBUG","time":1748936956550,"pid":1,"hostname":"5193f7b95676","addr":"0xa7a0557658b5833c6a722b842fb025699dbf0d4f","msg":"Updating paymaster count..."}
bundler-1         | 2025-06-03T07:49:16.551328748Z {"level":"DEBUG","time":1748936956550,"pid":1,"hostname":"5193f7b95676","addr":"0xa7A0557658b5833c6a722b842fB025699dbF0d4F","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:16.551332475Z {"level":"DEBUG","time":1748936956550,"pid":1,"hostname":"5193f7b95676","sender":"0x33E3A118156C0BBCd02Ec16934AA03609F938385","nonce":"0x0","userOpHash":"0x9cde337abde5f4f3924a4ec90c01452ef35ee30fb899bf305ccf0f5c52e3e93b","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.551335781Z {"level":"DEBUG","time":1748936956550,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(160)"}
bundler-1         | 2025-06-03T07:49:16.554577892Z {"level":"DEBUG","time":1748936956554,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(161)"}
bundler-1         | 2025-06-03T07:49:16.554938680Z {"level":"DEBUG","time":1748936956554,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(161)"}
bundler-1         | 2025-06-03T07:49:16.616788719Z {"level":"DEBUG","time":1748936956616,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(162)"}
bundler-1         | 2025-06-03T07:49:16.618756834Z {"level":"DEBUG","time":1748936956616,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:16.618767945Z {"level":"DEBUG","time":1748936956617,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:16.618771522Z {"level":"DEBUG","time":1748936956617,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:16.618774277Z {"level":"DEBUG","time":1748936956617,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:16.652790655Z {"level":"DEBUG","time":1748936956652,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:16.674179886Z {"level":"DEBUG","time":1748936956674,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:16.674463373Z {"level":"DEBUG","time":1748936956674,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.686010612Z {"level":"DEBUG","time":1748936956685,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:16.686523984Z {"level":"DEBUG","time":1748936956685,"pid":1,"hostname":"5193f7b95676","addr":"0x8a670754a5658590dcc00c099aa3b09f116184d5","msg":"Updating paymaster count..."}
bundler-1         | 2025-06-03T07:49:16.686532690Z {"level":"DEBUG","time":1748936956686,"pid":1,"hostname":"5193f7b95676","addr":"0x8a670754a5658590dcc00C099aA3B09F116184D5","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:16.686537619Z {"level":"DEBUG","time":1748936956686,"pid":1,"hostname":"5193f7b95676","sender":"0x616115598492cD5288A84352683038aEd0B14613","nonce":"0x0","userOpHash":"0x3ff3f3ec632a50037801b0a04a9902341f8cbcb9987c2f1f0ec5c08e0cb6120c","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.686542439Z {"level":"DEBUG","time":1748936956686,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(162)"}
bundler-1         | 2025-06-03T07:49:16.689837636Z {"level":"DEBUG","time":1748936956689,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(163)"}
bundler-1         | 2025-06-03T07:49:16.690159605Z {"level":"DEBUG","time":1748936956689,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(163)"}
bundler-1         | 2025-06-03T07:49:16.747582138Z {"level":"DEBUG","time":1748936956747,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(164)"}
bundler-1         | 2025-06-03T07:49:16.749628395Z {"level":"DEBUG","time":1748936956747,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:16.749638253Z {"level":"DEBUG","time":1748936956748,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:16.749641510Z {"level":"DEBUG","time":1748936956748,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:16.749644395Z {"level":"DEBUG","time":1748936956748,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:16.784099320Z {"level":"DEBUG","time":1748936956783,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:16.806353164Z {"level":"DEBUG","time":1748936956806,"pid":1,"hostname":"5193f7b95676","status":"valid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:16.806645699Z {"level":"DEBUG","time":1748936956806,"pid":1,"hostname":"5193f7b95676","msg":"Attempting to replace/add UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.817749786Z {"level":"DEBUG","time":1748936956817,"pid":1,"hostname":"5193f7b95676","msg":"Reputation and throttling checks passed"}
bundler-1         | 2025-06-03T07:49:16.818180599Z {"level":"DEBUG","time":1748936956817,"pid":1,"hostname":"5193f7b95676","addr":"0x161c27f9dc23c1c5c446744ea959763ef87ed974","msg":"Updating paymaster count..."}
bundler-1         | 2025-06-03T07:49:16.818187863Z {"level":"DEBUG","time":1748936956817,"pid":1,"hostname":"5193f7b95676","addr":"0x161C27F9Dc23C1C5C446744EA959763Ef87eD974","msg":"Updating seen status with reputation manager"}
bundler-1         | 2025-06-03T07:49:16.818192461Z {"level":"DEBUG","time":1748936956817,"pid":1,"hostname":"5193f7b95676","sender":"0x55AeD249c37a51e606c7b53Aa8D5033e294A7112","nonce":"0x0","userOpHash":"0xbd714806356f6ff9713e12042c8be95014df3505b17f5ccdaf091246aafd4747","status":"pending","is7702":false,"msg":"Successfully added/updated UserOperation to mempool"}
bundler-1         | 2025-06-03T07:49:16.818196869Z {"level":"DEBUG","time":1748936956817,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(164)"}
bundler-1         | 2025-06-03T07:49:16.821592012Z {"level":"DEBUG","time":1748936956821,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(165)"}
bundler-1         | 2025-06-03T07:49:16.821944940Z {"level":"DEBUG","time":1748936956821,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(165)"}
bundler-1         | 2025-06-03T07:49:17.449302064Z {"level":"DEBUG","time":1748936957449,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(166)"}
bundler-1         | 2025-06-03T07:49:17.451644383Z {"level":"DEBUG","time":1748936957449,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:17.451656857Z {"level":"DEBUG","time":1748936957450,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:17.451661455Z {"level":"DEBUG","time":1748936957450,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:17.451675452Z {"level":"DEBUG","time":1748936957450,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:17.487819288Z {"level":"DEBUG","time":1748936957487,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:17.494156721Z {"level":"ERROR","time":1748936957493,"pid":1,"hostname":"5193f7b95676","violation":{"address":"0xbf2e828c73c5d224ce571edfc2bc8bc3c91a232a","delegatecallStorageAddress":"0xbf2e828c73c5d224ce571edfc2bc8bc3c91a232a","depth":2,"entity":"paymaster","errorCode":-32502,"rule":"STO-010","callFrameType":"CALL","description":"unstaked paymaster accessed 0xbf2e828c73c5d224ce571edfc2bc8bc3c91a232a slot 0xa34cf74df9d1d4e7ec7085c39fae6090869be2c85dbdd1855cabbdfe78120805"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:49:17.494172270Z {"level":"DEBUG","time":1748936957493,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:17.494178611Z {"level":"ERROR","time":1748936957493,"pid":1,"hostname":"5193f7b95676","error":"unstaked paymaster accessed 0xbf2e828c73c5d224ce571edfc2bc8bc3c91a232a slot 0xa34cf74df9d1d4e7ec7085c39fae6090869be2c85dbdd1855cabbdfe78120805","msg":"<--- Error handling method requestId(166)"}
bundler-1         | 2025-06-03T07:49:17.497521818Z {"level":"DEBUG","time":1748936957497,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(167)"}
bundler-1         | 2025-06-03T07:49:17.497887190Z {"level":"DEBUG","time":1748936957497,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(167)"}
bundler-1         | 2025-06-03T07:49:17.709787643Z {"level":"DEBUG","time":1748936957709,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(168)"}
bundler-1         | 2025-06-03T07:49:17.712102401Z {"level":"DEBUG","time":1748936957709,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:17.712113371Z {"level":"DEBUG","time":1748936957710,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:17.712117178Z {"level":"DEBUG","time":1748936957710,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:17.712119763Z {"level":"DEBUG","time":1748936957710,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:17.749869085Z {"level":"DEBUG","time":1748936957749,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:49:17.759891824Z {"level":"ERROR","time":1748936957759,"pid":1,"hostname":"5193f7b95676","violation":{"address":"0xc0533db0a9caaecaa2b9c28e5896837865e4b05e","delegatecallStorageAddress":"0xc0533db0a9caaecaa2b9c28e5896837865e4b05e","depth":3,"entity":"paymaster","errorCode":-32502,"rule":"STO-010","callFrameType":"CALL","description":"unstaked paymaster accessed 0xc0533db0a9caaecaa2b9c28e5896837865e4b05e slot 0x5413977b08c5e8aff859afc7d0fa4e8b57f9b12cc5ea42d7f2630914e3ec188b"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:49:17.759918454Z {"level":"DEBUG","time":1748936957759,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:49:17.759922351Z {"level":"ERROR","time":1748936957759,"pid":1,"hostname":"5193f7b95676","error":"unstaked paymaster accessed 0xc0533db0a9caaecaa2b9c28e5896837865e4b05e slot 0x5413977b08c5e8aff859afc7d0fa4e8b57f9b12cc5ea42d7f2630914e3ec188b","msg":"<--- Error handling method requestId(168)"}
bundler-1         | 2025-06-03T07:49:17.763158944Z {"level":"DEBUG","time":1748936957763,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(169)"}
bundler-1         | 2025-06-03T07:49:17.763480939Z {"level":"DEBUG","time":1748936957763,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(169)"}
bundler-1         | 2025-06-03T07:49:17.875618189Z {"level":"DEBUG","time":1748936957875,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(170)"}
bundler-1         | 2025-06-03T07:49:17.877944341Z {"level":"DEBUG","time":1748936957875,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:49:17.877957736Z {"level":"DEBUG","time":1748936957876,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:49:17.877962204Z {"level":"DEBUG","time":1748936957876,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:49:17.877964799Z {"level":"DEBUG","time":1748936957876,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:49:17.917362824Z {"level":"DEBUG","time":1748936957917,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
