Attaching to bundler-test-executor_bundler-waiter_1, bundler-test-executor_bundler_1, bundler-test-executor_deployer_1, bundler-test-executor_funder_1, geth-1.14
[33mbundler_1         |[0m 2024-07-22T01:09:49.018304515Z (node:1) ExperimentalWarning: Importing JSON modules is an experimental feature and might change at any time
[33mbundler_1         |[0m 2024-07-22T01:12:12.248746788Z {"level":"DEBUG","time":1721610732245,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.248754672Z {"level":"DEBUG","time":1721610732246,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.459616554Z {"level":"DEBUG","time":1721610732459,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.463589404Z {"level":"DEBUG","time":1721610732463,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1e0000000000000000","userOpHash":"0xefd294d73fe339b92981f89dde76d94438914d4ca3e1c65b618ab4f61c509dd3","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.468595100Z {"level":"DEBUG","time":1721610732468,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.472004963Z {"level":"DEBUG","time":1721610732468,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.472021023Z {"level":"DEBUG","time":1721610732468,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.472029158Z {"level":"DEBUG","time":1721610732469,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.679815764Z {"level":"DEBUG","time":1721610732679,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.683370381Z {"level":"DEBUG","time":1721610732683,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x1f0000000000000000","userOpHash":"0x436a4ef6cb2c67d84be5d495d6acdf4e85e9abef307a0d6c3e60b17cb7550d79","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.687422613Z {"level":"DEBUG","time":1721610732687,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.690150318Z {"level":"DEBUG","time":1721610732690,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.693072121Z {"level":"DEBUG","time":1721610732690,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.693091287Z {"level":"DEBUG","time":1721610732690,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.693097088Z {"level":"DEBUG","time":1721610732690,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.885518250Z {"level":"DEBUG","time":1721610732885,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.889250519Z {"level":"DEBUG","time":1721610732889,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x200000000000000000","userOpHash":"0xb299d99b96129228f8c7cbed7bd90e51e98391d1fcbfb6b3a25778e65e8add70","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.893215926Z {"level":"DEBUG","time":1721610732893,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.896661966Z {"level":"DEBUG","time":1721610732893,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.896678817Z {"level":"DEBUG","time":1721610732893,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:12.896686691Z {"level":"DEBUG","time":1721610732893,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.104967150Z {"level":"DEBUG","time":1721610733104,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.108898697Z {"level":"DEBUG","time":1721610733108,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x210000000000000000","userOpHash":"0x19c62c21c035ba0eda5cc360861d27f4294bcf5f1d7fc513922d0a0b9c9162cd","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.114221249Z {"level":"DEBUG","time":1721610733114,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.117913467Z {"level":"DEBUG","time":1721610733114,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.117930408Z {"level":"DEBUG","time":1721610733114,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.117937511Z {"level":"DEBUG","time":1721610733115,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.322348704Z {"level":"DEBUG","time":1721610733322,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.325966084Z {"level":"DEBUG","time":1721610733325,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x220000000000000000","userOpHash":"0xd941d7fa325b53ff8bfc47a0960a43d9b419b91bd94268b8061e7b05d574d377","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.330781777Z {"level":"DEBUG","time":1721610733330,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.334231605Z {"level":"DEBUG","time":1721610733330,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.334248436Z {"level":"DEBUG","time":1721610733330,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.334256531Z {"level":"DEBUG","time":1721610733331,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.534284590Z {"level":"DEBUG","time":1721610733534,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.537579251Z {"level":"DEBUG","time":1721610733537,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x230000000000000000","userOpHash":"0xea2b1ce14e51783c9f1775db6fd6115b06607e33e6b9e233c23aa66fe50ecccf","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.541284549Z {"level":"DEBUG","time":1721610733541,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.543917112Z {"level":"DEBUG","time":1721610733543,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.546792794Z {"level":"DEBUG","time":1721610733543,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.546832157Z {"level":"DEBUG","time":1721610733544,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.546842547Z {"level":"DEBUG","time":1721610733544,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.753263942Z {"level":"DEBUG","time":1721610733753,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.756996589Z {"level":"DEBUG","time":1721610733756,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x240000000000000000","userOpHash":"0x42d039f4748ab3d152efa66b6ac5318591f4c558ecd86e43b04c7d70b1f23fac","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.761168314Z {"level":"DEBUG","time":1721610733761,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.765112832Z {"level":"DEBUG","time":1721610733761,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.765134072Z {"level":"DEBUG","time":1721610733761,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.765142818Z {"level":"DEBUG","time":1721610733761,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.970018681Z {"level":"DEBUG","time":1721610733969,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.973243915Z {"level":"DEBUG","time":1721610733973,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x250000000000000000","userOpHash":"0x9b0bcc550a018195342021aa03e48b6506371081bd0d95784c109ae113cc6798","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.977381166Z {"level":"DEBUG","time":1721610733977,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.980646324Z {"level":"DEBUG","time":1721610733977,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.980663656Z {"level":"DEBUG","time":1721610733977,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:13.980671521Z {"level":"DEBUG","time":1721610733978,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.187803675Z {"level":"DEBUG","time":1721610734187,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.191123745Z {"level":"DEBUG","time":1721610734190,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x260000000000000000","userOpHash":"0xc77d89851de5eaf6d6f7382ba3454193d762ca4044db1efa183370bb0f94ffd6","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.195376611Z {"level":"DEBUG","time":1721610734195,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.198350877Z {"level":"DEBUG","time":1721610734195,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.198370843Z {"level":"DEBUG","time":1721610734195,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.198384669Z {"level":"DEBUG","time":1721610734195,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.401408166Z {"level":"DEBUG","time":1721610734401,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.404812567Z {"level":"DEBUG","time":1721610734404,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x270000000000000000","userOpHash":"0xbe241ce5052be22ada74a5b809fd6f798197e0f91526240a1ff5f7b595b48f43","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.408635308Z {"level":"DEBUG","time":1721610734408,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.411299743Z {"level":"DEBUG","time":1721610734411,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.414110657Z {"level":"DEBUG","time":1721610734411,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.414125595Z {"level":"DEBUG","time":1721610734411,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.414132959Z {"level":"DEBUG","time":1721610734411,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.612992873Z {"level":"DEBUG","time":1721610734612,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.616424509Z {"level":"DEBUG","time":1721610734616,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x280000000000000000","userOpHash":"0xbc7120a79447c0d40b979043b8ffa8b878a10c14fc3c4b4d56968eab9f45b246","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.620555753Z {"level":"DEBUG","time":1721610734620,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.623287485Z {"level":"DEBUG","time":1721610734620,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.623302793Z {"level":"DEBUG","time":1721610734620,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.623310548Z {"level":"DEBUG","time":1721610734620,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.824120936Z {"level":"DEBUG","time":1721610734823,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.827733810Z {"level":"DEBUG","time":1721610734827,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x290000000000000000","userOpHash":"0x16217779fdc8ce1a29269273ae34cccd4b9ef1719b49cf24d60721e56e301acf","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.831828167Z {"level":"DEBUG","time":1721610734831,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.835041130Z {"level":"DEBUG","time":1721610734831,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.835059404Z {"level":"DEBUG","time":1721610734831,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:14.835064694Z {"level":"DEBUG","time":1721610734832,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.035783796Z {"level":"DEBUG","time":1721610735035,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.039413257Z {"level":"DEBUG","time":1721610735039,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x2a0000000000000000","userOpHash":"0x529f5c723523d2d270cf0b3c97420c4d7197dda8da40669455246d70c1a4a14a","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.043681755Z {"level":"DEBUG","time":1721610735043,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.046471655Z {"level":"DEBUG","time":1721610735043,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.046488777Z {"level":"DEBUG","time":1721610735043,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.046496661Z {"level":"DEBUG","time":1721610735044,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.252872442Z {"level":"DEBUG","time":1721610735252,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.256973131Z {"level":"DEBUG","time":1721610735256,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x2b0000000000000000","userOpHash":"0x3ae99cf37279a48369845abae8f00111140807369cd28347b1c0856bdf361dec","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.261539036Z {"level":"DEBUG","time":1721610735261,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.265359763Z {"level":"DEBUG","time":1721610735265,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.269964427Z {"level":"DEBUG","time":1721610735265,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.269986618Z {"level":"DEBUG","time":1721610735265,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.270011865Z {"level":"DEBUG","time":1721610735266,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.474261128Z {"level":"DEBUG","time":1721610735474,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.477883490Z {"level":"DEBUG","time":1721610735477,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x2c0000000000000000","userOpHash":"0xa9c9ce4e37b62c63465187fc1aab08478438ba65f51e31ff66752ca108302932","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.481489464Z {"level":"DEBUG","time":1721610735481,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.484457633Z {"level":"DEBUG","time":1721610735481,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.484473953Z {"level":"DEBUG","time":1721610735481,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.484480335Z {"level":"DEBUG","time":1721610735482,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.685237960Z {"level":"DEBUG","time":1721610735685,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.689036749Z {"level":"DEBUG","time":1721610735688,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x2d0000000000000000","userOpHash":"0x806d1dc7a3de2bc32785314eac94f521b2551b807a1a6e59336653c2261731f6","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.693088151Z {"level":"DEBUG","time":1721610735692,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.696554995Z {"level":"DEBUG","time":1721610735692,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.696570774Z {"level":"DEBUG","time":1721610735693,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.696578418Z {"level":"DEBUG","time":1721610735693,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.892707578Z {"level":"DEBUG","time":1721610735892,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.896007881Z {"level":"DEBUG","time":1721610735895,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x2e0000000000000000","userOpHash":"0x60df793f198c94f6900ef3d3c813fe095293c4eb90d2ec7ec85d7f72ac6d9bd1","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.899816628Z {"level":"DEBUG","time":1721610735899,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.902726676Z {"level":"DEBUG","time":1721610735899,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.902775597Z {"level":"DEBUG","time":1721610735899,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:15.902784744Z {"level":"DEBUG","time":1721610735900,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.102427331Z {"level":"DEBUG","time":1721610736102,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.106517259Z {"level":"DEBUG","time":1721610736106,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x2f0000000000000000","userOpHash":"0x063459c1e06651f4087597839af28e109f32399ec4c7630116391828b346a767","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.110345046Z {"level":"DEBUG","time":1721610736110,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.113386255Z {"level":"DEBUG","time":1721610736113,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.116417992Z {"level":"DEBUG","time":1721610736113,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.116434483Z {"level":"DEBUG","time":1721610736113,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.116441556Z {"level":"DEBUG","time":1721610736113,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.332370127Z {"level":"DEBUG","time":1721610736332,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.335730933Z {"level":"DEBUG","time":1721610736335,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x300000000000000000","userOpHash":"0xf4d09fbc119515bedec7aa9a9a0255577ff1a6196b2db9b8b00a0e20892a4977","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.339935817Z {"level":"DEBUG","time":1721610736339,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.342916336Z {"level":"DEBUG","time":1721610736339,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.342933638Z {"level":"DEBUG","time":1721610736340,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.342941844Z {"level":"DEBUG","time":1721610736340,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.550012656Z {"level":"DEBUG","time":1721610736549,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.553556632Z {"level":"DEBUG","time":1721610736553,"pid":1,"hostname":"cb713ad26136","sender":"0x52C942d771Ebf37B7461DabD6C332e6e478E6206","nonce":"0x310000000000000000","userOpHash":"0xf89bb7152868cd4a9f5bde8b894b418ab8416ad70edba34a48f885cb731668a5","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.557797517Z {"level":"DEBUG","time":1721610736557,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.560622279Z {"level":"DEBUG","time":1721610736557,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.560640282Z {"level":"DEBUG","time":1721610736557,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.560661371Z {"level":"DEBUG","time":1721610736558,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:12:16.765945106Z {"level":"DEBUG","time":1721610736765,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
