geth-1.14         | 2024-10-20T14:49:45.292806051Z ERROR[10-20|14:49:45.292] Head block is not reachable
deployer-1        | 2024-10-20T14:49:46.097149931Z Deploying entrypoint at 0x0000000071727De22E5E9d8BAf0edAc6f37da032
bundler-1         | 2024-10-20T14:50:05.075839264Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 4.861ms: 200 "None" "python-requests/2.32.3" eth_getUserOperationReceipt RPC served - reqId:70
bundler-1         | 2024-10-20T14:50:05.078648579Z Oct 20 14:50:05.20 DEBUG request: ('debug_bundler_clearState', [], 71)
bundler-1         | 2024-10-20T14:50:05.079142570Z Oct 20 14:50:05.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:05.079360316Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 798.599μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:71
bundler-1         | 2024-10-20T14:50:05.081006985Z Oct 20 14:50:05.20 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 72)
bundler-1         | 2024-10-20T14:50:05.081521424Z Oct 20 14:50:05.20 DEBUG response: OK
bundler-1         | 2024-10-20T14:50:05.081763747Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 810.22μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:72
bundler-1         | 2024-10-20T14:50:05.302816691Z Oct 20 14:50:05.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x2785217f68159459E364421AcD83b0586a522533', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0xc0ed5ec876119ddab09afa835c3da551ede4b924', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 73)
bundler-1         | 2024-10-20T14:50:05.392164167Z Oct 20 14:50:05.20 DEBUG response: 0x0764b4bde97ff38156b92f211cf2aa5ec88a364e0d85d60209963f687d3a7972
bundler-1         | 2024-10-20T14:50:05.392432407Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 89.849ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:73
bundler-1         | 2024-10-20T14:50:05.394827864Z Oct 20 14:50:05.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xc0eD5Ec876119DDab09aFA835c3da551EdE4B924', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 74)
bundler-1         | 2024-10-20T14:50:05.488771863Z Oct 20 14:50:05.20 DEBUG response: 0xd1f2cd76d4e94dfc776ecdd6d58bf4553f640b069c205c2b562ed49059f76278
bundler-1         | 2024-10-20T14:50:05.489028481Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 94.321ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:74
bundler-1         | 2024-10-20T14:50:05.491271664Z Oct 20 14:50:05.20 DEBUG request: ('debug_bundler_sendBundleNow', [], 75)
bundler-1         | 2024-10-20T14:50:05.663262546Z Oct 20 14:50:05.20 DEBUG user operation skipped for bundling because user_op_access_other_ops_sender_in_bundle.user_operation_hash: 0xd1f2cd76d4e94dfc776ecdd6d58bf4553f640b069c205c2b562ed49059f76278
bundler-1         | 2024-10-20T14:50:05.663384965Z Oct 20 14:50:05.20 INFO Sending bundle with 1 user operations
bundler-1         | 2024-10-20T14:50:05.677369685Z Oct 20 14:50:05.20 INFO Bundle was sent with transaction hash : 0xd022631df2cbfb7485d7f061450313fe3e6539e0738f11a50ceeb48971ffc47e
bundler-1         | 2024-10-20T14:50:05.677694620Z Oct 20 14:50:05.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:05.677976369Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 186.776ms: 200 "None" "python-requests/2.32.3" debug_bundler_sendBundleNow RPC served - reqId:75
bundler-1         | 2024-10-20T14:50:05.680440700Z Oct 20 14:50:05.20 DEBUG request: ('debug_bundler_dumpMempool', ['0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 76)
bundler-1         | 2024-10-20T14:50:05.681010833Z Oct 20 14:50:05.20 DEBUG response: [{'sender': '0xc0eD5Ec876119DDab09aFA835c3da551EdE4B924', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2024-10-20T14:50:05.681266042Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 924.273μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:76
bundler-1         | 2024-10-20T14:50:05.695058026Z Oct 20 14:50:05.20 DEBUG request: ('eth_getUserOperationReceipt', ['0x0764b4bde97ff38156b92f211cf2aa5ec88a364e0d85d60209963f687d3a7972'], 77)
bundler-1         | 2024-10-20T14:50:05.699290707Z Oct 20 14:50:05.20 DEBUG response: {'userOpHash': '0x0764b4bde97ff38156b92f211cf2aa5ec88a364e0d85d60209963f687d3a7972', 'entryPoint': '0x0000000071727De22E5E9d8BAf0edAc6f37da032', 'sender': '0x2785217f68159459e364421acd83b0586a522533', 'nonce': '0x0', 'paymaster': '0x0000000000000000000000000000000000000000', 'actualGasCost': 1200298569582852, 'actualGasUsed': 398956, 'success': True, 'logs': [{'address': '0x0000000071727de22e5e9d8baf0edac6f37da032', 'topics': ['0x49628fd1471006c1482da88028e9ce4dbb080b815c9b0344d39e5a8e6ec1419f', '0x0764b4bde97ff38156b92f211cf2aa5ec88a364e0d85d60209963f687d3a7972', '0x0000000000000000000000002785217f68159459e364421acd83b0586a522533', '0x0000000000000000000000000000000000000000000000000000000000000000'], 'data': '0x00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000443aa49dd4904000000000000000000000000000000000000000000000000000000000006166c', 'blockNumber': '0x25', 'transactionHash': '0xd022631df2cbfb7485d7f061450313fe3e6539e0738f11a50ceeb48971ffc47e', 'transactionIndex': '0x0', 'blockHash': '0x2930e70c566809c3aeecddb7ff93adbf0ca3644445bd07505d912054abbd7e90', 'logIndex': '0x2', 'removed': False}], 'receipt': {'blockHash': '0x2930e70c566809c3aeecddb7ff93adbf0ca3644445bd07505d912054abbd7e90', 'blockNumber': '0x25', 'from': '0x43378ff8c70109ee4dbe85af34428ab0615ebd23', 'cumulativeGasUsed': '0x1a5fc', 'gasUsed': '0x1a5fc', 'logs': [{'address': '0x0000000071727de22e5e9d8baf0edac6f37da032', 'topics': ['0x2da466a7b24304f47e87fa2e1e5a81b9831ce54fec19055ce277ca2f39ba42c4', '0x0000000000000000000000002785217f68159459e364421acd83b0586a522533'], 'data': '0x0000000000000000000000000000000000000000000000000016bcc41e900000', 'blockNumber': '0x25', 'transactionHash': '0xd022631df2cbfb7485d7f061450313fe3e6539e0738f11a50ceeb48971ffc47e', 'transactionIndex': '0x0', 'blockHash': '0x2930e70c566809c3aeecddb7ff93adbf0ca3644445bd07505d912054abbd7e90', 'logIndex': '0x0', 'removed': False}, {'address': '0x0000000071727de22e5e9d8baf0edac6f37da032', 'topics': ['0xbb47ee3e183a558b1a2ff0874b079f3fc5478b7454eacf2bfc5af2ff5878f972'], 'data': '0x', 'blockNumber': '0x25', 'transactionHash': '0xd022631df2cbfb7485d7f061450313fe3e6539e0738f11a50ceeb48971ffc47e', 'transactionIndex': '0x0', 'blockHash': '0x2930e70c566809c3aeecddb7ff93adbf0ca3644445bd07505d912054abbd7e90', 'logIndex': '0x1', 'removed': False}, {'address': '0x0000000071727de22e5e9d8baf0edac6f37da032', 'topics': ['0x49628fd1471006c1482da88028e9ce4dbb080b815c9b0344d39e5a8e6ec1419f', '0x0764b4bde97ff38156b92f211cf2aa5ec88a364e0d85d60209963f687d3a7972', '0x0000000000000000000000002785217f68159459e364421acd83b0586a522533', '0x0000000000000000000000000000000000000000000000000000000000000000'], 'data': '0x00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000443aa49dd4904000000000000000000000000000000000000000000000000000000000006166c', 'blockNumber': '0x25', 'transactionHash': '0xd022631df2cbfb7485d7f061450313fe3e6539e0738f11a50ceeb48971ffc47e', 'transactionIndex': '0x0', 'blockHash': '0x2930e70c566809c3aeecddb7ff93adbf0ca3644445bd07505d912054abbd7e90', 'logIndex': '0x2', 'removed': False}], 'logsBloom': '0x00000000000000020000000000000400000000000000000000000000000004000808000000000000000000010000000000000000000000000000020000000000000000000000000000000000000000000040000000000000000000000000280000000000020800000000000000000800000000000000000000000000000200000000000000000020000000000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000002000000000000000000000000400001000000000000000000000000000000000000000020000040000000000000000000000000000000000000000000000000000000000000', 'transactionHash': '0xd022631df2cbfb7485d7f061450313fe3e6539e0738f11a50ceeb48971ffc47e', 'transactionIndex': '0x0', 'effectiveGasPrice': '0x38fa627b'}}
bundler-1         | 2024-10-20T14:50:05.699550129Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 4.576ms: 200 "None" "python-requests/2.32.3" eth_getUserOperationReceipt RPC served - reqId:77
bundler-1         | 2024-10-20T14:50:05.701141748Z Oct 20 14:50:05.20 DEBUG request: ('eth_getUserOperationReceipt', ['0xd1f2cd76d4e94dfc776ecdd6d58bf4553f640b069c205c2b562ed49059f76278'], 78)
bundler-1         | 2024-10-20T14:50:05.703162366Z Oct 20 14:50:05.20 DEBUG response: None
bundler-1         | 2024-10-20T14:50:05.703381392Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 2.315ms: 200 "None" "python-requests/2.32.3" eth_getUserOperationReceipt RPC served - reqId:78
bundler-1         | 2024-10-20T14:50:05.706076028Z Oct 20 14:50:05.20 DEBUG request: ('debug_bundler_clearState', [], 79)
bundler-1         | 2024-10-20T14:50:05.706558668Z Oct 20 14:50:05.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:05.706784326Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 784.242μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:79
bundler-1         | 2024-10-20T14:50:05.708379633Z Oct 20 14:50:05.20 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 80)
bundler-1         | 2024-10-20T14:50:05.708909608Z Oct 20 14:50:05.20 DEBUG response: OK
bundler-1         | 2024-10-20T14:50:05.709138896Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 816.081μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:80
bundler-1         | 2024-10-20T14:50:05.863799425Z Oct 20 14:50:05.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xD9F750AD4E4Be289d380Fe88FDf2AD6963cbf16b', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 81)
bundler-1         | 2024-10-20T14:50:05.930737043Z Oct 20 14:50:05.20 DEBUG response: 0x0c69440a64c2646cd6b42fb5c337d8da753adea19ec61287d0b787d89eb67c6b
bundler-1         | 2024-10-20T14:50:05.930988555Z Oct 20 14:50:05.20 INFO 172.25.0.1 "POST /rpc" done in 67.42ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:81
bundler-1         | 2024-10-20T14:50:05.933282078Z Oct 20 14:50:05.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xe04Dc007f01e37EA0951BfbC2904a1264eA49edC', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': '0xD9F750AD4E4Be289d380Fe88FDf2AD6963cbf16b', 'paymasterData': '0x', 'paymasterVerificationGasLimit': '0x186a0', 'paymasterPostOpGasLimit': '0x186a0'}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 82)
bundler-1         | 2024-10-20T14:50:06.032095396Z Oct 20 14:50:06.20 WARNING 172.25.0.1 "POST /rpc" done in 98.858ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:82 - error code:-32502 - error message:A Paymaster at 0xd9f750ad4e4be289d380fe88fdf2ad6963cbf16b in this UserOperation is used as a sender entity in another UserOperation currently in mempool.
bundler-1         | 2024-10-20T14:50:06.034296590Z Oct 20 14:50:06.20 DEBUG request: ('debug_bundler_clearState', [], 83)
bundler-1         | 2024-10-20T14:50:06.034781524Z Oct 20 14:50:06.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:06.035020062Z Oct 20 14:50:06.20 INFO 172.25.0.1 "POST /rpc" done in 819.648μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:83
bundler-1         | 2024-10-20T14:50:06.036760944Z Oct 20 14:50:06.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xe04Dc007f01e37EA0951BfbC2904a1264eA49edC', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': '0xD9F750AD4E4Be289d380Fe88FDf2AD6963cbf16b', 'paymasterData': '0x', 'paymasterVerificationGasLimit': '0x186a0', 'paymasterPostOpGasLimit': '0x186a0'}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 84)
bundler-1         | 2024-10-20T14:50:06.133700609Z Oct 20 14:50:06.20 DEBUG response: 0xb5f143d92c6069f90971650ebef04241820831ee6e143cf43d48c7eff8df8255
bundler-1         | 2024-10-20T14:50:06.133953483Z Oct 20 14:50:06.20 INFO 172.25.0.1 "POST /rpc" done in 97.301ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:84
bundler-1         | 2024-10-20T14:50:06.136243440Z Oct 20 14:50:06.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0xD9F750AD4E4Be289d380Fe88FDf2AD6963cbf16b', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 85)
bundler-1         | 2024-10-20T14:50:06.202708440Z Oct 20 14:50:06.20 WARNING 172.25.0.1 "POST /rpc" done in 66.508ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:85 - error code:-32502 - error message:The sender address 0xd9f750ad4e4be289d380fe88fdf2ad6963cbf16b is used as a different entity in another UserOperation currently in mempool
bundler-1         | 2024-10-20T14:50:06.206109007Z Oct 20 14:50:06.20 DEBUG request: ('debug_bundler_clearState', [], 86)
bundler-1         | 2024-10-20T14:50:06.206633175Z Oct 20 14:50:06.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:06.206871419Z Oct 20 14:50:06.20 INFO 172.25.0.1 "POST /rpc" done in 873.966μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:86
bundler-1         | 2024-10-20T14:50:06.208592420Z Oct 20 14:50:06.20 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 87)
bundler-1         | 2024-10-20T14:50:06.209105757Z Oct 20 14:50:06.20 DEBUG response: OK
bundler-1         | 2024-10-20T14:50:06.209318982Z Oct 20 14:50:06.20 INFO 172.25.0.1 "POST /rpc" done in 809.329μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:87
bundler-1         | 2024-10-20T14:50:06.933880047Z Oct 20 14:50:06.20 DEBUG request: ('debug_bundler_getStakeStatus', ['0x67cb2Fedf9f3e72569D6c0F2c977248BCF928781', '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 88)
bundler-1         | 2024-10-20T14:50:06.936921137Z Oct 20 14:50:06.20 DEBUG response: {'stakeInfo': {'addr': '0x67cb2Fedf9f3e72569D6c0F2c977248BCF928781', 'stake': '0', 'unstakeDelaySec': '0'}, 'isStaked': False}
bundler-1         | 2024-10-20T14:50:06.937170893Z Oct 20 14:50:06.20 INFO 172.25.0.1 "POST /rpc" done in 3.523ms: 200 "None" "python-requests/2.32.3" debug_bundler_getStakeStatus RPC served - reqId:88
bundler-1         | 2024-10-20T14:50:06.996871896Z Oct 20 14:50:06.20 DEBUG request: ('debug_bundler_getStakeStatus', ['0xE3b15dBBa32f11B668f059957468fFA6949325E1', '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 89)
bundler-1         | 2024-10-20T14:50:06.999476212Z Oct 20 14:50:06.20 DEBUG response: {'stakeInfo': {'addr': '0xE3b15dBBa32f11B668f059957468fFA6949325E1', 'stake': '1000000000000000000', 'unstakeDelaySec': '2'}, 'isStaked': True}
bundler-1         | 2024-10-20T14:50:06.999744285Z Oct 20 14:50:06.20 INFO 172.25.0.1 "POST /rpc" done in 3.061ms: 200 "None" "python-requests/2.32.3" debug_bundler_getStakeStatus RPC served - reqId:89
bundler-1         | 2024-10-20T14:50:07.002874718Z Oct 20 14:50:07.20 DEBUG request: ('debug_bundler_clearState', [], 90)
bundler-1         | 2024-10-20T14:50:07.003352479Z Oct 20 14:50:07.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:07.003620622Z Oct 20 14:50:07.20 INFO 172.25.0.1 "POST /rpc" done in 802.727μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:90
bundler-1         | 2024-10-20T14:50:07.005273333Z Oct 20 14:50:07.20 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 91)
bundler-1         | 2024-10-20T14:50:07.005745914Z Oct 20 14:50:07.20 DEBUG response: OK
bundler-1         | 2024-10-20T14:50:07.005997440Z Oct 20 14:50:07.20 INFO 172.25.0.1 "POST /rpc" done in 769.785μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:91
bundler-1         | 2024-10-20T14:50:07.191787770Z Oct 20 14:50:07.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x5a643eb42Ee94f395ccD33C686d84560cb083169', 'nonce': '0x7b0000000000000000', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': None, 'paymasterData': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 92)
bundler-1         | 2024-10-20T14:50:07.258556281Z Oct 20 14:50:07.20 DEBUG response: 0xe62035e880b4efa2b83aef646b2a215b90ed2e283793627f63dddce2ad666dee
bundler-1         | 2024-10-20T14:50:07.258803555Z Oct 20 14:50:07.20 INFO 172.25.0.1 "POST /rpc" done in 67.24ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:92
bundler-1         | 2024-10-20T14:50:07.261029905Z Oct 20 14:50:07.20 DEBUG request: ('debug_bundler_dumpMempool', ['0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 93)
bundler-1         | 2024-10-20T14:50:07.261554193Z Oct 20 14:50:07.20 DEBUG response: [{'sender': '0x5a643eb42Ee94f395ccD33C686d84560cb083169', 'nonce': '0x7b0000000000000000', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'paymaster': None, 'paymasterVerificationGasLimit': None, 'paymasterPostOpGasLimit': None, 'paymasterData': None, 'signature': '0x'}]
bundler-1         | 2024-10-20T14:50:07.261805562Z Oct 20 14:50:07.20 INFO 172.25.0.1 "POST /rpc" done in 875.542μs: 200 "None" "python-requests/2.32.3" debug_bundler_dumpMempool RPC served - reqId:93
bundler-1         | 2024-10-20T14:50:07.283722011Z Oct 20 14:50:07.20 DEBUG request: ('debug_bundler_clearState', [], 94)
bundler-1         | 2024-10-20T14:50:07.284237993Z Oct 20 14:50:07.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:07.284537802Z Oct 20 14:50:07.20 INFO 172.25.0.1 "POST /rpc" done in 1.008ms: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:94
bundler-1         | 2024-10-20T14:50:07.286376529Z Oct 20 14:50:07.20 DEBUG request: ('debug_bundler_setBundlingMode', ['manual'], 95)
bundler-1         | 2024-10-20T14:50:07.286957585Z Oct 20 14:50:07.20 DEBUG response: OK
bundler-1         | 2024-10-20T14:50:07.287182515Z Oct 20 14:50:07.20 INFO 172.25.0.1 "POST /rpc" done in 897.232μs: 200 "None" "python-requests/2.32.3" debug_bundler_setBundlingMode RPC served - reqId:95
bundler-1         | 2024-10-20T14:50:07.413343850Z Oct 20 14:50:07.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x8aeFf641f7DbAcb51496a2EB56592Ba7dfe1e71b', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': '0xCE51A68146f23A545ef18adD2fE398c37e330326', 'paymasterData': '0x6e6f7468696e67', 'paymasterVerificationGasLimit': '0xc350', 'paymasterPostOpGasLimit': '0x186a0'}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 96)
bundler-1         | 2024-10-20T14:50:07.524374463Z Oct 20 14:50:07.20 DEBUG response: 0xe082cdd7f1225e56a2d868e5235838d91590d9866ff087b03d787fa2c42cdde4
bundler-1         | 2024-10-20T14:50:07.524667983Z Oct 20 14:50:07.20 INFO 172.25.0.1 "POST /rpc" done in 111.503ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:96
bundler-1         | 2024-10-20T14:50:07.526982996Z Oct 20 14:50:07.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x9a78A36EF90305dA431e40E644f37d65540b052e', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': '0xCE51A68146f23A545ef18adD2fE398c37e330326', 'paymasterData': '0x6e6f7468696e67', 'paymasterVerificationGasLimit': '0xc350', 'paymasterPostOpGasLimit': '0x186a0'}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 97)
bundler-1         | 2024-10-20T14:50:07.634583767Z Oct 20 14:50:07.20 DEBUG response: 0xf16574dda1d32acd992f2c33a5d07948f5f8a037dd5b515f274efb9e743bacaf
bundler-1         | 2024-10-20T14:50:07.634858430Z Oct 20 14:50:07.20 INFO 172.25.0.1 "POST /rpc" done in 107.98ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:97
bundler-1         | 2024-10-20T14:50:07.637309301Z Oct 20 14:50:07.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x9642c9E552E5A9E6b3fd6dB7B2b92bc74d474902', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': '0xCE51A68146f23A545ef18adD2fE398c37e330326', 'paymasterData': '0x6e6f7468696e67', 'paymasterVerificationGasLimit': '0xc350', 'paymasterPostOpGasLimit': '0x186a0'}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 98)
bundler-1         | 2024-10-20T14:50:07.743594920Z Oct 20 14:50:07.20 WARNING 172.25.0.1 "POST /rpc" done in 106.344ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:98 - error code:-32508 - error message:paymaster deposit too low for all mempool UserOps
bundler-1         | 2024-10-20T14:50:07.747113077Z Oct 20 14:50:07.20 DEBUG request: ('debug_bundler_clearState', [], 99)
bundler-1         | 2024-10-20T14:50:07.747622777Z Oct 20 14:50:07.20 DEBUG response: ok
bundler-1         | 2024-10-20T14:50:07.747846775Z Oct 20 14:50:07.20 INFO 172.25.0.1 "POST /rpc" done in 850.807μs: 200 "None" "python-requests/2.32.3" debug_bundler_clearState RPC served - reqId:99
bundler-1         | 2024-10-20T14:50:07.910599014Z Oct 20 14:50:07.20 DEBUG request: ('eth_sendUserOperation', [{'sender': '0x1A65420132CF7fA2de02359daed719F53e25154d', 'nonce': '0x0', 'factory': None, 'factoryData': None, 'callData': '0x', 'callGasLimit': '0x493e0', 'verificationGasLimit': '0xf4240', 'preVerificationGas': '0x493e0', 'maxFeePerGas': '0xee6b2800', 'maxPriorityFeePerGas': '0xb2d05e00', 'signature': '0x', 'paymaster': '0xAD2BD46a8C7B9D398F20AC53c615dE75Cd7d95c9', 'paymasterData': '0x6e6f5f73746f72616765', 'paymasterVerificationGasLimit': '0x186a0', 'paymasterPostOpGasLimit': '0x186a0'}, '0x0000000071727De22E5E9d8BAf0edAc6f37da032'], 100)
bundler-1         | 2024-10-20T14:50:08.155932630Z Oct 20 14:50:08.20 DEBUG response: 0x76b7abd28909b14e7efdc0b56fb8766627d9fe5f67b7abd9414c883d2c743332
bundler-1         | 2024-10-20T14:50:08.156231838Z Oct 20 14:50:08.20 INFO 172.25.0.1 "POST /rpc" done in 245.846ms: 200 "None" "python-requests/2.32.3" eth_sendUserOperation RPC served - reqId:100
bundler-1         | 2024-10-20T14:50:08.159612801Z Oct 20 14:50:08.20 DEBUG request: ('debug_bundler_clearState', [], 101)
bundler-1         | 2024-10-20T14:50:08.160112603Z Oct 20 14:50:08.20 DEBUG response: ok
